1540,79516	2401541,29516	14,012	0
1541,73338	2401542,23338	13,916	0
1541,73368	2401542,23368	13,749	0
1542,73301	2401543,23301	13,652	0
1542,73333	2401543,23333	13,873	0
1548,72839	2401549,22839	13,713	0
1548,72871	2401549,22871	13,714	0
1549,69841	2401550,19841	13,605	0
1549,69943	2401550,19943	13,654	0
1549,88963	2401550,38963	13,616	0
1549,89064	2401550,39064	13,692	0
1550,69948	2401551,19948	13,548	0
1550,88751	2401551,38751	13,384	0
1553,70235	2401554,20235	13,483	0
1553,70337	2401554,20337	13,55	0
1553,88927	2401554,38927	13,54	0
1553,89028	2401554,39028	13,556	0
1554,69779	2401555,19779	13,819	0
1554,69879	2401555,19879	13,822	0
1554,88469	2401555,38469	13,583	0
1554,88571	2401555,38571	13,539	0
1555,72215	2401556,22215	13,719	0
1555,72317	2401556,22317	13,76	0
1555,91108	2401556,41108	13,658	0
1555,9121	2401556,41210	13,724	0
1556,70411	2401557,20411	13,435	0
1556,70513	2401557,20513	13,504	0
1556,89109	2401557,39109	13,619	0
1556,89212	2401557,39212	13,631	0
1557,77975	2401558,27975	13,62	0
1557,78077	2401558,28077	13,632	0
1557,96448	2401558,46448	13,949	0
1557,9655	2401558,46550	13,707	0
1558,70531	2401559,20531	13,858	0
1558,70633	2401559,20633	13,73	0
1558,89014	2401559,39014	13,533	0
1558,89116	2401559,39116	13,71	0
1559,99088	2401560,49088	13,509	0
1559,99188	2401560,49188	13,532	0
1560,70869	2401561,20869	13,566	0
1560,7097	2401561,20970	13,487	0
1560,89559	2401561,39559	13,668	0
1560,8966	2401561,39660	13,724	0
1567,78214	2401568,28214	13,602	0
1567,78245	2401568,28245	13,653	0
1567,84339	2401568,34339	13,707	0
1567,84371	2401568,34371	13,387	0
1571,83071	2401572,33071	14,325	0
1572,67462	2401573,17462	13,527	0
1572,67564	2401573,17564	13,654	0
1572,83467	2401573,33467	13,772	0
1572,83569	2401573,33569	13,683	0
1573,6753	2401574,17530	13,507	0
1573,67631	2401574,17631	13,446	0
1573,8375	2401574,33750	13,513	0
1573,83852	2401574,33852	13,507	0
1574,67194	2401575,17194	13,691	0
1574,67297	2401575,17297	13,825	0
1576,67065	2401577,17065	13,493	0
1576,67167	2401577,17167	13,564	0
1576,83074	2401577,33074	13,593	0
1576,83174	2401577,33174	13,537	0
1577,67356	2401578,17356	13,605	0
1577,67456	2401578,17456	13,62	0
1578,67521	2401579,17521	13,572	0
1578,83211	2401579,33211	13,725	0
1578,83312	2401579,33312	13,85	0
1579,92038	2401580,42038	13,547	0
1580,69807	2401581,19807	13,399	0
1580,85919	2401581,35919	13,529	0
1580,8602	2401581,36020	13,667	0
1581,67736	2401582,17736	13,744	0
1581,82997	2401582,32997	13,667	0
1581,83099	2401582,33099	13,643	0
1582,67795	2401583,17795	13,624	0
1582,8348	2401583,33480	13,843	0
1582,83582	2401583,33582	13,727	0
1584,79277	2401585,29277	13,676	0
1584,79379	2401585,29379	13,672	0
1589,68134	2401590,18134	13,53	0
1589,68234	2401590,18234	13,519	0
1589,83493	2401590,33493	13,966	0
1589,83595	2401590,33595	13,995	0
1590,68192	2401591,18192	13,557	0
1590,68295	2401591,18295	13,528	0
1594,63042	2401595,13042	13,401	0
1597,6976	2401598,19760	13,283	0
1597,69791	2401598,19791	13,47	0
1597,83163	2401598,33163	13,551	0
1597,83194	2401598,33194	13,611	0
1598,63174	2401599,13174	13,942	0
1598,63205	2401599,13205	13,631	0
1598,76427	2401599,26427	13,72	0
1598,76459	2401599,26459	13,576	0
1600,82339	2401601,32339	13,545	0
1600,82442	2401601,32442	13,454	0
1600,97824	2401601,47824	13,473	0
1600,97927	2401601,47927	13,568	0
1601,6842	2401602,18420	13,605	0
1601,68521	2401602,18521	13,559	0
1601,84423	2401602,34423	13,384	0
1601,84524	2401602,34524	13,443	0
1602,68688	2401603,18688	13,765	0
1602,6879	2401603,18790	13,716	0
1603,79196	2401604,29196	13,371	0
1603,79298	2401604,29298	13,441	0
1603,95529	2401604,45529	13,534	0
1604,77062	2401605,27062	13,788	0
1604,77163	2401605,27163	13,726	0
1604,9234	2401605,42340	13,53	0
1604,92443	2401605,42443	13,72	0
1606,69139	2401607,19139	13,679	0
1606,6924	2401607,19240	13,609	0
1606,84405	2401607,34405	13,714	0
1606,84506	2401607,34506	13,722	0
1607,69198	2401608,19198	13,518	0
1607,693	2401608,19300	13,515	0
1607,84989	2401608,34989	13,595	0
1607,85092	2401608,35092	13,628	0
1608,69039	2401609,19039	13,571	0
1608,69141	2401609,19141	13,559	0
1608,84612	2401609,34612	13,486	0
1608,84714	2401609,34714	13,441	0
1611,73766	2401612,23766	13,489	0
1612,6927	2401613,19270	13,686	0
1612,69372	2401613,19372	13,715	0
1612,85276	2401613,35276	13,847	0
1612,85378	2401613,35378	13,735	0
1615,69933	2401616,19933	13,527	0
1615,70035	2401616,20035	13,571	0
1615,84752	2401616,34752	13,53	0
1616,84213	2401617,34213	13,841	0
1616,84314	2401617,34314	13,829	0
1617,84376	2401618,34376	13,533	0
1623,64716	2401624,14716	13,254	0
1623,64756	2401624,14756	13,38	0
1623,78391	2401624,28391	13,408	0
1623,78432	2401624,28432	13,419	0
1627,70873	2401628,20873	13,357	0
1627,70914	2401628,20914	13,359	0
1628,65023	2401629,15023	13,782	0
1628,65065	2401629,15065	13,747	0
1629,6509	2401630,15090	13,65	0
1629,65131	2401630,15131	13,646	0
1629,79183	2401630,29183	13,894	0
1629,79224	2401630,29224	13,701	0
1630,65313	2401631,15313	13,55	0
1630,65353	2401631,15353	13,47	0
1630,794	2401631,29400	13,384	0
1630,7944	2401631,29440	13,511	0
1631,731	2401632,23100	13,367	0
1632,86728	2401633,36728	13,493	0
1632,86838	2401633,36838	13,65	0
1633,70625	2401634,20625	13,674	0
1633,70734	2401634,20734	13,639	0
