HJD,camera,magnitude,"magnitude error"
2454344.497604,146,15.2036,0.2811
2454344.497604,142,14.7741,0.2155
2454344.498044,142,14.4211,0.1527
2454344.498067,146,14.5868,0.1604
2454344.504236,146,14.4549,0.1409
2454344.504236,142,15.1993,0.3118
2454344.504676,142,14.5163,0.1685
2454344.504699,146,14.4350,0.1385
2454344.513171,146,14.6780,0.1722
2454344.513171,142,15.1779,0.3048
2454344.513600,142,14.8816,0.2334
2454344.513611,146,15.3706,0.3252
2454344.520926,146,15.2779,0.2967
2454344.520926,142,14.3224,0.1400
2454344.521389,146,14.6118,0.1634
2454344.521389,142,14.8967,0.2375
2454344.529757,146,15.1434,0.2663
2454344.529757,142,14.7490,0.2059
2454344.530220,146,14.7814,0.1886
2454344.530220,142,15.2571,0.3247
2454344.537361,146,14.8413,0.1966
2454344.537361,142,14.5498,0.1703
2454344.537824,146,14.2449,0.1155
2454344.537824,142,14.6281,0.1835
2454344.547072,146,14.1448,0.1064
2454344.547072,142,14.4327,0.1532
2454344.547523,146,14.0698,0.1005
2454344.547523,142,14.5413,0.1694
2454344.555833,142,14.1540,0.1162
2454344.556273,146,14.1733,0.1070
2454344.556273,142,14.1149,0.1135
2454344.565833,146,14.0455,0.0966
2454344.565833,142,14.3483,0.1423
2454344.566273,146,14.1989,0.1126
2454344.566273,142,14.3216,0.1381
2454344.574549,142,14.8897,0.2334
2454344.574572,146,14.3078,0.1257
2454344.574988,146,14.3029,0.1257
2454344.574988,142,14.4844,0.1629
2454344.584479,142,15.2064,0.3144
2454344.584502,146,14.7561,0.1918
2454344.584942,146,15.6223,0.4249
2454344.584942,142,14.8519,0.2277
2454344.592072,142,14.6621,0.1882
2454344.592512,142,14.4707,0.1566
2454344.600787,142,14.4722,0.1552
2454344.601227,142,14.9249,0.2378
2454344.601875,141,14.3453,0.1442
2454344.602338,141,14.3528,0.1449
2454344.608414,142,14.6234,0.1812
2454344.608843,142,15.1976,0.3047
2454344.609537,141,13.9839,0.1085
2454344.609965,141,13.9090,0.1021
2454344.617315,142,14.4683,0.1596
2454344.617778,142,14.7573,0.2054
2454344.618403,141,13.5744,0.0853
2454344.625093,142,15.1959,0.3122
2454344.625556,142,15.4152,0.3803
2454344.627280,141,13.8343,0.0987
2454344.627743,141,13.9440,0.1035
2454344.633900,142,14.8148,0.2168
2454344.634340,142,14.5936,0.1800
2454344.635000,141,15.6888,0.4661
2454344.635463,141,15.6236,0.4307
2454344.640440,142,14.8562,0.2266
2454344.640868,142,14.3086,0.1396
2454344.641470,141,16.3821,0.8775
2454344.641933,141,15.1600,0.2915
2454344.646829,142,14.1642,0.1213
2454344.647280,142,14.4291,0.1558
2454344.649097,141,15.1114,0.2776
2454344.649537,141,14.9923,0.2552
2454344.654641,142,14.2273,0.1286
2454344.655104,142,14.1855,0.1257
2454344.655775,141,14.9024,0.2307
2454344.656215,141,14.9739,0.2485
2454344.661262,142,14.3614,0.1498
2454344.661701,142,14.3359,0.1476
2454344.662407,141,14.5849,0.1831
2454344.662847,141,15.0541,0.2687
2454344.667963,142,14.3766,0.1559
2454344.668414,142,14.5910,0.1875
2454344.670104,141,14.7800,0.2180
2454344.670532,141,14.9646,0.2571
2454344.674514,142,14.2742,0.1428
2454344.674954,142,14.3830,0.1597
2454344.675613,141,14.8334,0.2345
2454344.676053,141,15.3789,0.3762
2454344.678970,142,14.5269,0.1857
2454344.679433,142,14.5493,0.1880
2454344.680127,141,14.8378,0.2368
2454344.680567,141,14.6010,0.1953
2454344.683426,142,14.4655,0.1770
2454344.683889,142,14.6960,0.2195
2454344.684572,141,14.8985,0.2541
2454344.685012,141,15.5492,0.4450
2454344.687882,142,14.3510,0.1622
2454344.688333,142,14.8966,0.2678
2454344.689375,141,14.9268,0.2647
2454344.692211,142,14.4836,0.1828
2454344.692674,142,15.0039,0.2958
2454344.693287,141,14.8161,0.2388
2454344.693727,141,14.7318,0.2255
2454344.696586,142,14.4356,0.1784
2454344.697025,142,14.7475,0.2419
2454344.697650,141,14.5001,0.1884
2454344.698090,141,15.3296,0.3869
2454344.700949,142,14.5985,0.2131
2454344.701389,142,14.6302,0.2205
2454344.702002,141,14.9711,0.2865
2454344.702442,141,14.9009,0.2743
2454344.705220,142,14.3892,0.1782
2454344.705683,142,14.4858,0.1950
2454344.706331,141,15.1984,0.3499
2454344.706771,141,14.8752,0.2681
2454344.709572,142,14.4534,0.1899
2454344.710035,142,14.4757,0.1942
2454344.715208,141,14.7446,0.2440
2454344.715637,141,14.5834,0.2109
2454344.718472,141,14.9885,0.2974
2454344.718912,141,15.1494,0.3499
2454344.723021,141,14.9260,0.2883
2454344.723461,141,15.2763,0.3995
2454344.728681,141,15.5441,0.4956
2454344.729120,141,15.0662,0.3271
2454344.732037,141,14.7534,0.2507
2454344.732500,141,15.2383,0.3896
2454344.735440,141,14.8621,0.2837
2454344.735868,141,15.5355,0.5174
2454344.739074,141,15.1656,0.3772
2454344.741887,141,14.9390,0.3152
2454344.742350,141,14.7821,0.2776
2454344.745093,141,15.4464,0.5112
2454344.748507,141,14.7815,0.3114
2454344.748947,141,15.2894,0.4984
2454345.421667,142,14.5957,0.0690
2454345.422095,142,14.5701,0.0687
2454345.427083,142,14.6987,0.0862
2454345.427523,142,14.5954,0.0784
2454345.433854,142,14.7978,0.1081
2454345.434271,142,14.6473,0.0966
2454345.439340,142,14.6816,0.1073
2454345.439780,142,14.7883,0.1184
2454345.444954,142,14.6956,0.1176
2454345.445405,142,14.7911,0.1286
2454345.452847,142,14.8778,0.1462
2454345.453310,142,14.8894,0.1458
2454345.458322,142,14.6330,0.1189
2454345.458762,142,14.9763,0.1650
2454345.464780,142,14.5962,0.1179
2454345.465231,142,14.5425,0.1128
2454345.472500,142,14.2729,0.0896
2454345.472963,142,14.6363,0.1244
2454345.478970,142,14.0569,0.0736
2454345.479410,142,14.1776,0.0817
2454345.485440,142,14.2369,0.0865
2454345.485880,142,14.2797,0.0912
2454345.494491,142,14.2924,0.0921
2454345.494954,142,14.4484,0.1065
2454345.501134,142,14.4802,0.1085
2454345.508912,142,14.4563,0.1064
2454345.509352,142,14.7366,0.1367
2454345.516493,142,15.0494,0.1828
2454345.516910,142,14.7423,0.1388
2454345.525382,142,14.6450,0.1255
2454345.525845,142,14.5702,0.1169
2454345.532963,142,14.8361,0.1525
2454345.533403,142,14.7811,0.1434
2454345.542708,142,14.8253,0.1507
2454345.543148,142,14.8195,0.1500
2454345.551539,142,14.6519,0.1285
2454345.551979,142,14.6320,0.1242
2454345.597801,141,13.7121,0.0577
2454345.598241,141,13.6695,0.0556
2454345.605451,141,13.4954,0.0486
2454345.605891,141,13.3743,0.0466
2454345.614178,141,13.1790,0.0397
2454345.621852,141,13.9315,0.0694
2454345.622303,141,14.5335,0.1136
2454345.645949,141,14.9221,0.1650
2454345.646389,141,14.5981,0.1232
2454345.652396,141,14.4666,0.1124
2454345.652859,141,14.7503,0.1443
2454345.658993,141,14.8059,0.1531
2454345.659456,141,14.3886,0.1056
2454345.667801,141,14.4481,0.1125
2454345.668241,141,14.5435,0.1244
2454345.673380,141,14.5243,0.1232
2454345.673819,141,14.4579,0.1163
2454345.677697,141,14.4567,0.1166
2454345.678113,141,14.1818,0.0920
2454345.683125,141,14.1130,0.0882
2454345.683565,141,14.0720,0.0845
2454345.687569,141,14.2950,0.1029
2454345.688021,141,14.0310,0.0817
2454345.691817,141,14.1896,0.0964
2454345.692245,141,14.2680,0.1017
2454345.696262,141,14.1638,0.0940
2454345.696701,141,14.0508,0.0855
2454345.700567,141,14.3433,0.1098
2454345.701030,141,14.1586,0.0940
2454345.705000,141,14.2843,0.1060
2454345.705440,141,14.4572,0.1222
2454345.709456,141,13.9829,0.0850
2454345.709896,141,14.2654,0.1039
2454345.719479,141,14.3802,0.1216
2454345.719942,141,14.4192,0.1218
2454345.725185,141,14.2057,0.1028
2454345.725648,141,14.4222,0.1247
2454345.728414,141,14.6401,0.1540
2454345.728877,141,14.5015,0.1353
2454345.731863,141,14.8056,0.1811
2454345.732303,141,14.5383,0.1421
2454345.735046,141,14.6521,0.1566
2454345.735486,141,14.4757,0.1362
2454345.738322,141,14.3930,0.1299
2454345.738773,141,14.5830,0.1544
2454345.741551,141,14.7047,0.1804
2454345.741991,141,14.6797,0.1751
2454345.744780,141,14.5870,0.1724
2454345.745220,141,14.6327,0.1801
2454345.748032,141,15.0619,0.2939
2454345.748495,141,15.5029,0.4463
2454345.751331,141,14.6711,0.2476
2454345.751794,141,14.3293,0.1926
2454346.417685,142,14.1951,0.0507
2454346.418125,142,14.1810,0.0500
2454346.423102,142,14.2978,0.0546
2454346.423542,142,14.2116,0.0515
2454346.429884,142,14.3521,0.0571
2454346.430324,142,14.3967,0.0591
2454346.435266,142,14.5621,0.0676
2454346.435729,142,14.3513,0.0562
2454346.440741,142,14.5670,0.0674
2454346.441204,142,14.4314,0.0602
2454346.446169,142,14.6230,0.0710
2454346.446620,142,14.6437,0.0722
2454346.453889,142,14.7827,0.0853
2454346.454352,142,14.7866,0.0853
2454346.459294,142,14.7500,0.0879
2454346.459734,142,14.6895,0.0850
2454346.466921,142,14.6422,0.0899
2454346.467361,142,14.5636,0.0859
2454346.473461,142,14.8520,0.1209
2454346.473900,142,14.6120,0.0984
2454346.480093,142,14.7332,0.1131
2454346.480532,142,14.6220,0.1037
2454346.487720,142,14.5125,0.0986
2454346.488160,142,14.7560,0.1231
2454346.504398,142,14.5765,0.1127
2454346.504838,142,14.3151,0.0985
2454346.538322,142,14.4187,0.0943
2454346.538762,142,14.5005,0.0994
2454346.547188,142,14.5432,0.1047
2454346.547627,142,14.6342,0.1149
2454346.555787,142,14.6541,0.1141
2454346.556250,142,14.6100,0.1096
2454346.565845,142,14.5583,0.1034
2454346.566285,142,14.3242,0.0850
2454346.574653,142,14.6791,0.1162
2454346.575116,142,14.6870,0.1164
2454346.575799,141,13.9284,0.0583
2454346.576227,141,13.9683,0.0603
2454346.583634,142,14.6090,0.1094
2454346.584074,142,14.9672,0.1512
2454346.585174,141,13.8834,0.0552
2454346.591296,142,14.8231,0.1347
2454346.591736,142,14.5688,0.1079
2454346.593449,141,13.7669,0.0505
2454346.593912,141,13.8318,0.0532
2454346.599988,142,14.7460,0.1300
2454346.600451,142,14.5276,0.1063
2454346.601042,141,14.7652,0.1261
2454346.601481,141,15.0855,0.1680
2454346.608704,142,14.2340,0.0838
2454346.609144,142,14.3014,0.0900
2454346.609815,141,14.6196,0.1131
2454346.610255,141,14.4330,0.0973
2454346.616725,142,14.2104,0.0848
2454346.617361,141,14.4026,0.0998
2454346.617824,141,14.1819,0.0787
2454346.690880,142,14.5570,0.1345
2454346.691319,142,14.5359,0.1331
2454346.691944,141,14.2481,0.0951
2454346.692373,141,14.4376,0.1123
2454346.695208,142,14.4074,0.1179
2454346.695648,142,14.6301,0.1443
2454346.696262,141,14.2422,0.0942
2454346.696725,141,14.4528,0.1131
2454346.700683,142,14.8854,0.1857
2454346.701123,142,14.4104,0.1204
2454346.701771,141,14.4719,0.1215
2454346.734861,141,13.9744,0.0888
2454346.735324,141,13.9814,0.0860
2454346.738194,141,14.3267,0.1194
2454346.738634,141,14.6143,0.1534
2454346.741493,141,14.3976,0.1320
2454346.741956,141,14.0420,0.0969
2454346.744734,141,14.0478,0.1032
2454346.745162,141,14.1687,0.1154
2454346.747940,141,14.1152,0.1219
2454346.748403,141,14.2051,0.1343
2454346.752407,141,14.0105,0.1555
2454346.752859,141,14.3099,0.1991
2454347.416539,142,14.8244,0.0888
2454347.416979,142,14.6403,0.0759
2454347.422106,142,14.7319,0.0794
2454347.422546,142,14.7007,0.0774
2454347.428704,142,14.5459,0.0668
2454347.429167,142,14.4976,0.0643
2454347.434178,142,14.4420,0.0605
2454347.434641,142,14.3662,0.0569
2454347.440035,142,14.1406,0.0465
2454347.447558,142,14.2200,0.0498
2454347.447975,142,14.2118,0.0485
2454347.452951,142,14.3073,0.0520
2454347.453414,142,14.2644,0.0505
2454347.459572,142,14.4095,0.0559
2454347.460012,142,14.4460,0.0577
2454347.467546,142,14.4775,0.0587
2454347.468009,142,14.5176,0.0613
2454347.474213,142,14.5244,0.0603
2454347.474641,142,14.5815,0.0637
2454347.480683,142,14.5604,0.0631
2454347.481123,142,14.5796,0.0632
2454347.489618,142,14.6046,0.0675
2454347.490058,142,14.6533,0.0698
2454347.496157,142,14.6619,0.0747
2454347.496620,142,14.5292,0.0668
2454347.505000,142,14.6008,0.0777
2454347.505451,142,14.5979,0.0774
2454347.512627,142,14.7523,0.0942
2454347.513090,142,14.7732,0.0951
2454347.521424,142,14.6239,0.0882
2454347.521863,142,14.6296,0.0885
2454347.529144,142,14.6373,0.0908
2454347.529583,142,14.5993,0.0887
2454347.539074,142,14.2590,0.0666
2454347.539514,142,14.3261,0.0702
2454347.547859,142,14.1198,0.0585
2454347.548322,142,14.1674,0.0608
2454347.557662,142,14.2455,0.0651
2454347.558102,142,14.3546,0.0714
2454347.558738,141,14.1580,0.0571
2454347.559178,141,13.9887,0.0486
2454347.565625,142,14.3868,0.0727
2454347.566065,142,14.5301,0.0834
2454347.566678,141,14.0089,0.0485
2454347.567141,141,13.9617,0.0473
2454347.575590,142,14.5110,0.0810
2454347.576053,142,14.5371,0.0828
2454347.576678,141,13.7545,0.0375
2454347.584421,142,14.7157,0.0965
2454347.584884,142,14.5689,0.0852
2454347.585486,141,14.5981,0.0804
2454347.585926,141,14.6911,0.0879
2454347.594444,142,14.6161,0.0893
2454347.594884,142,14.5945,0.0875
2454347.595567,141,14.7298,0.0901
2454347.596007,141,14.8169,0.0989
2454347.603241,142,14.4710,0.0791
2454347.603681,142,14.6767,0.0945
2454347.605440,141,14.7654,0.0943
2454347.605880,141,14.5888,0.0805
2454347.613264,142,14.6925,0.0960
2454347.613727,142,14.6744,0.0936
2454347.614352,141,14.5537,0.0764
2454347.614792,141,14.5019,0.0737
2454347.623194,142,14.5676,0.0857
2454347.623657,142,15.0848,0.1360
2454347.624317,141,14.5938,0.0796
2454347.624780,141,14.4869,0.0725
2454347.632095,142,14.8521,0.1109
2454347.632523,142,14.4846,0.0804
2454347.633148,141,14.4699,0.0719
2454347.633588,141,14.4387,0.0693
2454347.640683,142,14.3987,0.0739
2454347.641123,142,14.4016,0.0750
2454347.641771,141,14.1637,0.0547
2454347.642211,141,14.1796,0.0545
2454347.648218,142,14.2584,0.0672
2454347.648657,142,14.2576,0.0664
2454347.649306,141,14.0653,0.0503
2454347.649745,141,14.0400,0.0497
2454347.655799,142,14.1407,0.0614
2454347.656238,142,14.2407,0.0660
2454347.656921,141,14.0727,0.0505
2454347.657361,141,14.0100,0.0482
2454347.664780,142,14.4663,0.0814
2454347.665243,142,14.3902,0.0761
2454347.665868,141,14.1570,0.0548
2454347.666319,141,13.9805,0.0476
2454347.670289,142,14.3780,0.0752
2454347.670718,142,14.5659,0.0887
2454347.671400,141,14.1381,0.0554
2454347.671829,141,14.1779,0.0568
2454347.676875,142,14.5386,0.0892
2454347.677315,142,14.3639,0.0766
2454347.677940,141,14.0366,0.0509
2454347.678380,141,14.3573,0.0677
2454347.682292,142,14.4609,0.0835
2454347.682755,142,14.4126,0.0791
2454347.683356,141,14.2930,0.0636
2454347.683819,141,14.5888,0.0839
2454347.687813,142,14.5147,0.0874
2454347.688275,142,14.5924,0.0944
2454347.688866,141,14.2325,0.0614
2454347.689294,141,14.3749,0.0695
2454347.693218,142,14.4849,0.0866
2454347.693681,142,14.5296,0.0904
2454347.694340,141,14.0953,0.0536
2454347.694780,141,14.3841,0.0706
2454347.699780,142,14.6311,0.0989
2454347.700220,142,14.4245,0.0837
2454347.700868,141,14.3508,0.0701
2454347.701308,141,14.3305,0.0687
2454347.706238,142,14.5582,0.0947
2454347.706690,142,14.6892,0.1071
2454347.707292,141,14.5191,0.0821
2454347.707731,141,14.2634,0.0645
2454347.726123,141,14.5110,0.0852
2454347.726551,141,14.5092,0.0862
2454347.730625,141,14.3351,0.0741
2454347.731065,141,14.3328,0.0826
2454347.735058,141,14.1981,0.0658
2454347.735521,141,14.5019,0.0875
2454347.739387,141,14.5543,0.0962
2454347.739850,141,14.1386,0.0653
2454347.743796,141,14.3365,0.0862
2454347.744236,141,14.1280,0.0726
2454347.749456,141,13.9471,0.0809
2454347.749896,141,14.0203,0.0898
2454348.413796,142,14.7043,0.0753
2454348.414259,142,14.4770,0.0611
2454348.419178,142,14.5840,0.0670
2454348.419618,142,14.5973,0.0675
2454348.425775,142,14.7550,0.0767
2454348.426215,142,14.6801,0.0722
2454348.431262,142,14.6374,0.0688
2454348.431725,142,14.6349,0.0686
2454348.436771,142,14.7993,0.0767
2454348.437211,142,14.7283,0.0723
2454348.443368,142,14.7136,0.0710
2454348.443808,142,14.6540,0.0672
2454348.449965,142,14.7468,0.0706
2454348.450405,142,14.8693,0.0779
2454348.456435,142,14.6590,0.0641
2454348.456898,142,14.7447,0.0696
2454348.464167,142,14.5712,0.0588
2454348.464618,142,14.4221,0.0521
2454348.470764,142,14.1409,0.0415
2454348.477292,142,14.2352,0.0442
2454348.477755,142,14.2677,0.0457
2454348.486285,142,14.3549,0.0482
2454348.486748,142,14.2214,0.0426
2454348.492894,142,14.3643,0.0478
2454348.493322,142,14.3328,0.0466
2454348.500394,142,14.4879,0.0533
2454348.500856,142,14.6473,0.0616
2454348.507986,142,14.5720,0.0567
2454348.508426,142,14.5980,0.0585
2454348.516829,142,14.5796,0.0561
2454348.517269,142,14.5144,0.0531
2454348.524444,142,14.6807,0.0630
2454348.524907,142,14.6536,0.0611
2454348.534132,142,14.6615,0.0639
2454348.534572,142,14.6991,0.0653
2454348.543148,142,14.6473,0.0645
2454348.543588,142,14.8071,0.0735
2454348.544282,141,14.0601,0.0373
2454348.544734,141,14.0841,0.0381
2454348.553090,142,14.7936,0.0769
2454348.553530,142,14.7000,0.0703
2454348.554144,141,13.8732,0.0318
2454348.561979,142,14.7566,0.0746
2454348.562419,142,14.6259,0.0664
2454348.563079,141,14.6733,0.0664
2454348.563542,141,14.4427,0.0541
2454348.570799,142,14.5027,0.0614
2454348.571238,142,14.2858,0.0511
2454348.573009,141,14.1403,0.0428
2454348.573449,141,14.1568,0.0431
2454348.580637,142,14.1788,0.0465
2454348.581076,142,14.3030,0.0527
2454348.581690,141,14.0741,0.0410
2454348.582130,141,14.1662,0.0442
2454348.590556,142,14.3362,0.0539
2454348.590995,142,14.4167,0.0577
2454348.591609,141,14.2242,0.0466
2454348.592060,141,14.1650,0.0446
2454348.599340,142,14.4578,0.0608
2454348.599803,142,14.4810,0.0625
2454348.600486,141,14.3997,0.0555
2454348.600949,141,14.3096,0.0504
2454348.609398,142,14.5619,0.0680
2454348.609861,142,14.5186,0.0649
2454348.610486,141,14.3748,0.0549
2454348.610903,141,14.4391,0.0583
2454348.619144,142,14.6573,0.0747
2454348.619583,142,14.5748,0.0697
2454348.620231,141,14.5134,0.0622
2454348.620671,141,14.3696,0.0553
2454348.627801,142,14.7417,0.0823
2454348.628241,142,14.5515,0.0680
2454348.628889,141,14.3390,0.0540
2454348.629329,141,14.4967,0.0621
2454348.635451,142,14.6451,0.0757
2454348.635891,142,14.5400,0.0684
2454348.636481,141,14.4476,0.0606
2454348.636944,141,14.5796,0.0674
2454348.644225,142,14.9952,0.1034
2454348.644664,142,14.6973,0.0792
2454348.645289,141,14.4536,0.0602
2454348.645729,141,14.5030,0.0628
2454348.651887,142,14.7567,0.0852
2454348.652326,142,14.7275,0.0831
2454348.652917,141,14.4457,0.0597
2454348.653356,141,14.5475,0.0660
2454348.660602,142,14.7002,0.0814
2454348.661042,142,14.6892,0.0801
2454348.661690,141,14.4085,0.0594
2454348.662130,141,14.4093,0.0590
2454348.666088,142,14.6015,0.0753
2454348.666539,142,14.4506,0.0655
2454348.667176,141,14.1038,0.0460
2454348.667604,141,14.3490,0.0568
2454348.671505,142,14.4398,0.0658
2454348.671956,142,14.5475,0.0725
2454348.673704,141,14.0060,0.0424
2454348.674167,141,14.1093,0.0459
2454348.678137,142,14.1632,0.0515
2454348.678588,142,14.2100,0.0535
2454348.679190,141,13.9474,0.0416
2454348.679653,141,14.0249,0.0439
2454348.683611,142,14.2290,0.0546
2454348.684074,142,14.2752,0.0569
2454348.684722,141,13.9856,0.0423
2454348.685162,141,14.0020,0.0432
2454348.689178,142,14.2171,0.0542
2454348.689618,142,14.2131,0.0549
2454348.690243,141,14.1072,0.0478
2454348.690706,141,14.0288,0.0437
2454348.695833,142,14.3599,0.0627
2454348.696273,142,14.2911,0.0591
2454348.696933,141,14.1826,0.0503
2454348.697396,141,14.3090,0.0566
2454348.701435,142,14.2498,0.0576
2454348.701875,142,14.3913,0.0651
2454348.703530,141,14.1865,0.0511
2454348.703970,141,14.0325,0.0455
2454348.707859,141,14.1450,0.0510
2454348.708310,141,14.2784,0.0571
2454348.729919,141,14.1608,0.0550
2454348.730359,141,14.3495,0.0643
2454348.734213,141,14.3706,0.0684
2454348.734676,141,14.2267,0.0595
2454348.738634,141,14.8197,0.1021
2454348.739074,141,14.5156,0.0778
2454348.743125,141,14.7162,0.1014
2454348.743588,141,14.6167,0.0926
2454348.747500,141,14.4146,0.0951
2454348.747940,141,14.1296,0.0770
2454349.408704,142,14.2442,0.0457
2454349.409167,142,14.1095,0.0409
2454349.414201,142,14.3027,0.0477
2454349.414664,142,14.3414,0.0489
2454349.419676,142,14.3198,0.0477
2454349.420116,142,14.4410,0.0526
2454349.426412,142,14.5595,0.0578
2454349.426840,142,14.4777,0.0537
2454349.431852,142,14.5288,0.0562
2454349.432292,142,14.5218,0.0552
2454349.437211,142,14.6133,0.0597
2454349.437639,142,14.6107,0.0595
2454349.444954,142,14.5819,0.0571
2454349.445394,142,14.6142,0.0593
2454349.450405,142,14.6011,0.0583
2454349.450868,142,14.6206,0.0591
2454349.458125,142,14.6859,0.0623
2454349.458553,142,14.6567,0.0601
2454349.464560,142,14.8054,0.0694
2454349.464977,142,14.6316,0.0588
2454349.471169,142,14.7362,0.0652
2454349.471609,142,14.8306,0.0707
2454349.478727,142,14.7094,0.0619
2454349.479190,142,14.6529,0.0597
2454349.486505,142,14.8066,0.0678
2454349.486944,142,14.7435,0.0644
2454349.494109,142,14.6780,0.0592
