MasterID,Mag,Magerr,RA,Dec,MJD,Blend
1138098094079,11.95,0.05,341.83909,39.15598,55868.08372,0
1138098094079,11.98,0.05,341.83906,39.15598,55868.08987,0
1138098094079,12.03,0.05,341.83906,39.15601,55928.11077,0
1138098094079,12.05,0.05,341.83907,39.15600,55928.11533,0
1138098094079,12.05,0.05,341.83908,39.15601,55928.11990,0
1138098094079,12.04,0.05,341.83906,39.15601,55928.12452,0
1138098094079,12.21,0.05,341.83913,39.15595,56204.29100,0
1138098094079,12.14,0.05,341.83908,39.15599,56204.29828,0
1138098094079,12.10,0.05,341.83909,39.15596,56204.30560,0
1138098094079,12.05,0.05,341.83911,39.15597,56204.31294,0
1138098094079,11.87,0.05,341.83910,39.15594,56541.18529,0
1138098094079,11.93,0.05,341.83908,39.15592,56541.19205,0
1138098094079,11.96,0.05,341.83909,39.15592,56541.19881,0
1138098094079,12.04,0.05,341.83908,39.15591,56541.20554,0
1138098094079,11.96,0.05,341.83913,39.15585,56591.20427,0
1138098094079,11.99,0.05,341.83915,39.15588,56591.21292,0
1138098094079,12.03,0.05,341.83911,39.15586,56591.22159,0
1138098094079,12.01,0.05,341.83912,39.15584,56591.23026,0
